altitude,temp,N2,O2,O,He,H,Ar,N
45000,260.4960938,2.670091220e+22,7.160046742e+21,0.000000000e+00,1.778130548e+17,0.000000000e+00,3.191060700e+20,0.000000000e+00
46000,261.5952759,2.337162842e+22,6.267275107e+21,0.000000000e+00,1.556419010e+17,0.000000000e+00,2.793173655e+20,0.000000000e+00
47000,261.6840515,2.054341064e+22,5.508867803e+21,0.000000000e+00,1.368075589e+17,0.000000000e+00,2.455169706e+20,0.000000000e+00
48000,260.9821777,1.810993562e+22,4.856313106e+21,0.000000000e+00,1.206019859e+17,0.000000000e+00,2.164341844e+20,0.000000000e+00
49000,259.7242126,1.599178125e+22,4.288314336e+21,0.000000000e+00,1.064962653e+17,0.000000000e+00,1.911198379e+20,0.000000000e+00
50000,258.14505,1.412971957e+22,3.788988705e+21,0.000000000e+00,9.409598177e+16,0.000000000e+00,1.688661096e+20,0.000000000e+00
51000,256.4635925,1.248004540e+22,3.346616439e+21,5.885739716e+13,8.311008249e+16,0.000000000e+00,1.491506347e+20,0.000000000e+00
52000,254.7626648,1.101524061e+22,2.953818109e+21,5.493987108e+13,7.335530123e+16,0.000000000e+00,1.316445624e+20,0.000000000e+00
53000,253.0258026,9.715873307e+21,2.605383331e+21,5.111415413e+13,6.470225209e+16,0.000000000e+00,1.161156671e+20,0.000000000e+00
54000,251.2351379,8.564486967e+21,2.296630474e+21,4.772293771e+13,5.703466172e+16,0.000000000e+00,1.023552879e+20,0.000000000e+00
55000,249.3739624,7.545054407e+21,2.023262258e+21,4.501954940e+13,5.024581737e+16,0.000000000e+00,9.017192496e+19,0.000000000e+00
56000,247.427536,6.643036882e+21,1.781379411e+21,4.319482583e+13,4.423888470e+16,0.000000000e+00,7.939179399e+19,0.000000000e+00
57000,245.3958282,5.845130758e+21,1.567415081e+21,4.225631676e+13,3.892528431e+16,0.000000000e+00,6.985591876e+19,0.000000000e+00
58000,243.292038,5.139257945e+21,1.378130056e+21,4.208611610e+13,3.422456716e+16,0.000000000e+00,6.141993779e+19,0.000000000e+00
59000,241.1293335,4.514786006e+21,1.210673274e+21,4.260479631e+13,3.006593501e+16,0.000000000e+00,5.395679151e+19,0.000000000e+00
60000,238.9202118,3.962443155e+21,1.062558467e+21,4.376714281e+13,2.638764341e+16,0.000000000e+00,4.735567114e+19,0.000000000e+00
61000,236.6766968,3.474081256e+21,9.316005452e+20,4.555361432e+13,2.313542546e+16,0.000000000e+00,4.151919514e+19,0.000000000e+00
